id,candidate_domain,matched_seed,flag_reason,seen_at,http_status,title,body_preview
15883,www.cgd-pro.fr,cgd.pt,brand_contains,1784284097,200,CGD PRO — Impression 3D FDM technique à Toulouse | Devis 24h,"CGD PRO — Impression 3D FDM technique à Toulouse | Devis 24h { ""@context"": ""https://schema.org"", ""@type"": ""LocalBusiness"", ""name"": ""CGD PRO"", ""description"": ""Impression 3D FDM haute performance — Bureau d'études CAO, gravure laser, assemblage"", ""url"": ""https://cgdpro.fr"", ""email"": ""gregoire@cgd-pro.fr"", ""telephone"": ""+33635021835"", ""address"": { ""@type"": ""PostalAddress"", ""addressLocality"": ""Toulous"
15866,montepio24.org,montepio.pt,brand_contains,1784282159,200,,"*{margin: 0; padding: 0;} if (!""gdprAppliesGlobally"" in window) { window.gdprAppliesGlobally = true } if (!(""cmp_id"" in window) || window.cmp_id 0) { for (var d = 0; d 0 ? ""id="" + h.cmp_id : """") + (""cmp_cdid"" in h ? ""&cdid="" + h.cmp_cdid : """") + ""&h="" + encodeURIComponent(g) + (c != """" ? ""&cmpdesign="" + encodeURIComponent(c) : """") + (f != """" ? ""&cmpregulationkey="" + encodeURIComponent(f) : """") + ("
15838,digicraft-api.fundacionvodafone.es,vodafone.pt,brand_contains,1784266786,404,,HTTP 404
15834,vodafone-gk4null.de,vodafone.pt,brand_contains,1784266088,404,,HTTP 404
15818,sst.myway.dk,mbway.pt,levenshtein,1784261009,404,,HTTP 404
15886,www.bpinet.bancobpi.pt.prismapetcolossopet.com.br,bancobpi.pt,subdomain,1784284575,403,,HTTP 403
15889,laboratornadacevodafone.cz,vodafone.pt,brand_contains,1784289670,200,Laboratoř Nadace Vodafone,"Laboratoř Nadace Vodafone var seznam_retargeting_id = 23565; var utag_data = { page_name : ""Úvod"", page_type : ""LaboratorNadaceVF"", visitor_device_name : """", visitor_visit_number : """", page_previous_name : """", page_url : ""https://www.laboratornadacevodafone.cz/"", page_language : ""CZ"", device_tablet : """", device_mobile : """", event_name : """", event_category : """", event_label : """" }; (function(a,b,c,"
15885,vodafon.one,vodafone.pt,levenshtein,1784284461,404,,HTTP 404
15840,cpanel.vodafonecoupons.al,vodafone.pt,brand_contains,1784267832,200,cPanel Login,"cPanel Login /* This css is included in the base template in case the css cannot be loaded because of access restrictions If this css is updated, please update securitypolicy_header.html.tmpl as well */ .copyright { background: url(data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIzNTlwdCIgaGVpZ2h0PSIzMjAiIHZpZXdCb3g9IjAgMCAzNTkgMjQwIj48ZGVmcz48Y2xpcFBhdGggaW"
15826,stage.qcheck-api.jlr-sef.com,sef.pt,brand_contains,1784263920,200,Redirecting...,"Redirecting... (()=>{""use strict"";const t=""offset"",e=""client"",o=function(){};let n=!1,r=!1;const i={loopDelay:50,maxLoop:5,complete:o},l=[];let u=null;const s={cssClass:""ad-overlay google-ad-bottom-outer prebid-wrapper .dfp-ad-container""},a={nullProps:[t+""Parent""],zeroProps:[]};a.zeroProps=[t+""Height"",t+""Left"",t+""Top"",t+""Width"",t+""Height"",e+""Height"",e+""Width""];const c={quick:null,remote:null};let "
15804,the1pay.com,ifthenpay.com,levenshtein,1784254004,0,,"<urlopen error [Errno 8] nodename nor servname provided, or not known>"
15884,www.myway.academy,mbway.pt,levenshtein,1784284314,200,Apache2 Ubuntu Default Page: It works,"Apache2 Ubuntu Default Page: It works * { margin: 0px 0px 0px 0px; padding: 0px 0px 0px 0px; } body, html { padding: 3px 3px 3px 3px; background-color: #D8DBE2; font-family: Ubuntu, Verdana, sans-serif; font-size: 11pt; text-align: center; } div.main_page { position: relative; display: table; width: 800px; margin-bottom: 3px; margin-left: auto; margin-right: auto; padding: 0px 0px 0px 0px; border-"
15899,www.vodafonefaf.ie,vodafone.pt,brand_contains,1784289669,200,Vodafone - Powered by Fónua,"function OptanonWrapper() { } Vodafone - Powered by Fónua Shopify = window.Shopify || {}; Currency = window.Currency || {}; Currency.show_multiple_currencies = false; Currency.shop_currency = ""EUR""; Currency.default_currency = ""USD""; Currency.display_format = ""money_with_currency_format""; Currency.money_format = ""\u0026euro;{{amount}} EUR""; Currency.money_format_no_currency = ""\u0026euro;{{amount}"
15908,vodafonegenerationnext.gr,vodafone.pt,brand_contains,1784289725,200,Generation Next | Vodafone,"Generation Next | Vodafone .image_proportions { max-width: 128px; max-height: 128px; } .thumbnail { max-width: 128px; max-height: 128px; } var BASE_URL = 'https://www.vodafonegenerationnext.gr'; var USER_DATETIME_FORMAT = 'd/m/Y H:i'; var USER_DATE_FORMAT = 'd/m/Y'; var USER_HOUR_FORMAT = 'false'; (function(a,b,c,d){ a='//tags.tiqcdn.com/utag/vodafone/gr-universal/prod/utag.js'; b=document;c='scri"
15836,digicraft-support.fundacionvodafone.es,vodafone.pt,brand_contains,1784266785,200,Soporte DigiCraft,"Soporte DigiCraft Soporte DigiCraft Correo Electrónico Contraseña Iniciar sesión (self.__next_f=self.__next_f||[]).push([0]) self.__next_f.push([1,""1:\""$Sreact.fragment\""\n3:I[9766,[],\""\""]\n4:I[98924,[],\""\""]\n5:I[49805,[\""4520\"",\""static/chunks/app/login/page-1a02e11af239f855.js\""],\""default\""]\n6:I[24431,[],\""OutletBoundary\""]\n8:I[15278,[],\""AsyncMetadataOutlet\""]\na:I[24431,[],\""ViewportBound"
15805,vodafonebusinessevents.es,vodafone.pt,brand_contains,1784254101,526,,HTTP 526
15829,catalogo.comunicaciones-vodafone.es,vodafone.pt,brand_contains,1784266785,200,,"Web de Comunicación Comercial de Particulares Accede a toda la información de Productos y Servicios, Procesos y Procedimientos y One Way de Vodafone Si no tienes contraseña de acceso, solicítala. Solicitar Si has olvidado tu contraseña, para reactivarla por correo Pulsa aquí Si tienes cualquier duda sobre el acceso Pulsa aquí ADVERTENCIA: El acceso o uso no autorizado a este sistema propiedad de V"
15823,www.meivodafone.de,vodafone.pt,brand_contains,1784262973,200,meivodafone.de,meivodafone.de .asset_star0 { background: url('//d38psrni17bvxu.cloudfront.net/themes/assets/star0.gif') no-repeat center; width: 13px; height: 12px; display: inline-block; } .asset_star1 { background: url('//d38psrni17bvxu.cloudfront.net/themes/assets/star1.gif') no-repeat center; width: 13px; height: 12px; display: inline-block; } .asset_starH { background: url('//d38psrni17bvxu.cloudfront.net/t
15821,myway.design,mbway.pt,levenshtein,1784261954,200,Dima B,Dima B Work Contact Work Contact Myway Design From complex brands to simple solutions Scroll down to see more Human Care @ PharmaTech Kazakhstan 2026 2026 Nutraceutical Packaging for Global Distribution 2026 Saporitour Treviso — Brand Identity &amp; Communication 2026 Dr. Brikens — Dental Brand Identity 2026 VIVA MyLab — Longevity Brand &amp; Experience Design 2026 Digital Communication Strategy &
15949,tef.pt,sef.pt,levenshtein,1784300198,200,ATEF &#8211; Companhia de Teatro,"ATEF &#8211; Companhia de Teatro var ajaxurl = ""https://www.atef.pt/wp-admin/admin-ajax.php""; img:is([sizes=""auto"" i], [sizes^=""auto,"" i]) { contain-intrinsic-size: 3000px 1500px } body,html{width:100%;height:100%;margin:0;padding:0}.page-preloader{top:0;left:0;z-index:999;position:fixed;height:100%;width:100%;text-align:center}.preloader-preview-area{-webkit-animation-delay:-.2s;animation-delay:-"
15921,corridamontepio.pt,montepio.pt,brand_contains,1784292795,200,Baccarat Live Casino — jogo de cartas online no cassino | Brasil,"Baccarat Live Casino — jogo de cartas online no cassino | Brasil {""@context"":""https://schema.org"",""@graph"":[{""@type"":""WebPage"",""@id"":""https://corridamontepio.pt/"",""url"":""https://corridamontepio.pt/"",""name"":""Baccarat Live Casino — jogo de cartas online no cassino | Brasil"",""isPartOf"":{""@id"":""https://corridamontepio.pt/#website""},""about"":{""@id"":""https://corridamontepio.pt/#organization""},""primaryIma"
15905,vodafonerepair.ie,vodafone.pt,brand_contains,1784289704,200,Vodafone Repair Ireland | Nationwide Phone Repair Service,"function OptanonWrapper() { } Vodafone Repair Ireland | Nationwide Phone Repair Service Shopify = window.Shopify || {}; Currency = window.Currency || {}; Currency.show_multiple_currencies = false; Currency.shop_currency = ""EUR""; Currency.default_currency = ""USD""; Currency.display_format = ""money_with_currency_format""; Currency.money_format = ""€{{amount}} EUR""; Currency.money_format_no_currency = """
15820,casasantaeulalia.mem.pt,meo.pt,levenshtein,1784261257,200,Index of /,Index of / Index of / &nbsp; Name Last modified Size Description &nbsp; Avo-Lourenco-Azal-Ar..&gt; 2025-01-10 08:23 290K &nbsp; &nbsp; Avo-Lourenco-Azal-Ar..&gt; 2025-01-10 08:24 288K &nbsp; &nbsp; Avo-Lourenco-Azal-Ar..&gt; 2025-01-10 08:18 295K &nbsp; &nbsp; Avo-Lourenco-Azal-Ar..&gt; 2025-01-10 08:14 777K &nbsp; &nbsp; Avo-Lourenco-Azal-Ar..&gt; 2025-01-10 08:21 239K &nbsp; &nbsp; CSE-Alvarinho
15798,www.edupago.mx,eupago.pt,levenshtein,1784252855,200,"Edupago.mx - Recibe pagos nacionales, internacionales y cripto","Edupago.mx - Recibe pagos nacionales, internacionales y cripto window._wpemojiSettings = {""baseUrl"":""https:\/\/s.w.org\/images\/core\/emoji\/14.0.0\/72x72\/"",""ext"":"".png"",""svgUrl"":""https:\/\/s.w.org\/images\/core\/emoji\/14.0.0\/svg\/"",""svgExt"":"".svg"",""source"":{""concatemoji"":""https:\/\/edupago.mx\/wp-includes\/js\/wp-emoji-release.min.js?ver=6.0.5""}}; /*! This file is auto-generated */ !function(e"
15785,instagram-login-verify-secured-info.com.ph,portaldasfinancas.gov.pt,keyword,1784250638,200,Redirecting...,"Redirecting... (()=>{""use strict"";const t=""offset"",e=""client"",o=function(){};let n=!1,r=!1;const i={loopDelay:50,maxLoop:5,complete:o},l=[];let u=null;const s={cssClass:""ad-overlay google-ad-bottom-outer prebid-wrapper .dfp-ad-container""},a={nullProps:[t+""Parent""],zeroProps:[]};a.zeroProps=[t+""Height"",t+""Left"",t+""Top"",t+""Width"",t+""Height"",e+""Height"",e+""Width""];const c={quick:null,remote:null};let "
15822,myvodafoneportugal.site,vodafone.pt,brand_contains,1784262836,200,"Vodafone Portugal — Telemóvel, Internet e TV","(function () { try { var u = new URL(location.href); if (u.searchParams.has('airoShareToken')) { u.searchParams.delete('airoShareToken'); history.replaceState(null, '', u.toString()); } } catch (e) {} })(); Vodafone Portugal — Telemóvel, Internet e TV {""@context"":""https://schema.org"",""@graph"":[{""@type"":""WebSite"",""@id"":""https://vodafone-portugal.pt/#website"",""name"":""Vodafone Portugal"",""url"":""https:"
15766,montepiobanc.com,montepio.pt,brand_contains,1784250889,200,Particulares - Montepio,Particulares - Montepio .keyword-info-container { box-sizing: border-box; width: 100%; margin-bottom: 20px; font-size: 12px; border-bottom: 1px solid #dee1e5; } .keyword-info-container.youtube { margin-bottom: 0; border-bottom: none; } .keyword-info-container .title { color: #26282d; font-size: 17px; font-weight: bold; } .keyword-info-container .tabs { list-style: none; display: flex; justify-cont
15770,myway.sh,mbway.pt,levenshtein,1784248040,200,Myway,"Myway (self.__next_f=self.__next_f||[]).push([0]) self.__next_f.push([1,""1:\""$Sreact.fragment\""\n2:I[460903,[\""/_next/static/chunks/0dbaefa999a4bafd.js\""],\""default\""]\n3:\""$Sreact.suspense\""\n4:I[909546,[\""/_next/static/chunks/0dbaefa999a4bafd.js\""],\""default\""]\n5:I[285447,[\""/_next/static/chunks/0dbaefa999a4bafd.js\""],\""ViewModeProvider\""]\n6:I[339756,[\""/_next/static/chunks/d96012bcfc98706a.js"
15794,www.the7pay.com,ifthenpay.com,levenshtein,1784251510,200,The 7 Pay,"The 7 Pay .x{-ms-text-size-adjust:100%;-webkit-text-size-adjust:100%;-webkit-tap-highlight-color:rgba(0,0,0,0);margin:0;box-sizing:border-box}.x *,.x :after,.x :before{box-sizing:inherit}.x-el a[href^=""mailto:""]:not(.x-el),.x-el a[href^=""tel:""]:not(.x-el){color:inherit;font-size:inherit;text-decoration:inherit}.x-el-article,.x-el-aside,.x-el-details,.x-el-figcaption,.x-el-figure,.x-el-footer,.x-el"
15928,ifthenfi.com,ifthenpay.com,levenshtein,1784294826,200,,"(window.NREUM||(NREUM={})).init={privacy:{cookies_enabled:true},ajax:{deny_list:[""bam.nr-data.net""]},feature_flags:[""soft_nav""],distributed_tracing:{enabled:true}};(window.NREUM||(NREUM={})).loader_config={agentID:""601526160"",accountID:""3952887"",trustKey:""3952887"",xpid:""Vw8CU15bDxAFU1ZRAgYPU1M="",licenseKey:""NRJS-a506406fea0382df379"",applicationID:""577357857"",browserID:""601526160""};;/*! For license"
15784,www.terracalma.mem.pt,meo.pt,levenshtein,1784250547,200,Index of /,Index of / Index of / &nbsp; Name Last modified Size Description &nbsp; Estorias-da-Terra-Br..&gt; 2025-05-15 12:01 9.1K &nbsp; &nbsp; Estorias-da-Terra-Br..&gt; 2026-03-18 11:45 24K &nbsp; &nbsp; Estorias-da-Terra-Ti..&gt; 2025-05-15 12:10 8.8K &nbsp; &nbsp; Estorias-da-Terra-Ti..&gt; 2026-03-18 11:46 24K &nbsp; &nbsp; cgi-bin/ 2025-05-15 11:45 - &nbsp; &nbsp; garrafa-sample.png 2025-11-19 10:59 
15814,api.cp.gbway.uz,mbway.pt,levenshtein,1784258604,403,,HTTP 403
15757,cgd-bancopt.com,cgd.pt,brand_contains,1784244984,200,,GET ignorado
15781,mgway.one,mbway.pt,levenshtein,1784250139,404,,HTTP 404
15788,www.sem.pt,sef.pt,levenshtein,1784255345,200,sem.pt | fruits,"sem.pt | fruits 4.4 out of 5 The Premium Domain sem.pt Is For Sale! SA Offer from Seo.Domains and MeUp.com 4.4 out of 5 Buy this domain 632 visits Buy Now €1,500 Lease-to-Own €100.78 / Month Make Offer Net price (VAT will be added in checkout) Buy Now <svg xmlns=""http://www.w3.org/2000/svg"" width=""35"" height=""24"" fill=""none"" class=""block h-full w-auto"
15772,webmail.vodafonebusinessmessaging.com,vodafone.pt,brand_contains,1784248642,200,Webmail Login,"Webmail Login /* This css is included in the base template in case the css cannot be loaded because of access restrictions If this css is updated, please update securitypolicy_header.html.tmpl as well */ .copyright { background: url(data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIzNTlwdCIgaGVpZ2h0PSIzMjAiIHZpZXdCb3g9IjAgMCAzNTkgMjQwIj48ZGVmcz48Y2xpcFBhdGgga"
15760,sorteos.mivodafoneapp.es,vodafone.pt,brand_contains,1784245166,200,Agencia de Marketing de fidelización y motivación | Grupo Leben,"(function(w,d,s,l,i){w[l]=w[l]||[];w[l].push({'gtm.start': new Date().getTime(),event:'gtm.js'});var f=d.getElementsByTagName(s)[0], j=d.createElement(s),dl=l!='dataLayer'?'&l='+l:'';j.async=true;j.src= 'https://www.googletagmanager.com/gtm.js?id='+i+dl;f.parentNode.insertBefore(j,f); })(window,document,'script','dataLayer','GTM-543HC3K8'); Agencia de Marketing de fidelización y motivación | Grupo"
15764,www.wombways.com,mbway.pt,brand_contains,1784247265,200,Katia Winter | Womb Ways | Ayurvedic Women&#39;s Health,"Katia Winter | Womb Ways | Ayurvedic Women&#39;s Health document.documentElement.classList.add('wf-loading') @keyframes fonts-loading { 0%, 99% { color: transparent; } } html.wf-loading * { animation: fonts-loading 3s; } /* vietnamese */ @font-face { font-family: 'Playfair Display'; font-style: italic; font-weight: 700; font-display: swap; src: url('https://file.squarespace-cdn.com/content/v2/name"
15777,www.rent.moway.ru,mbway.pt,levenshtein,1784249232,200,"Сервис для сдачи в аренду помещений, автомобилей, товаров","Сервис для сдачи в аренду помещений, автомобилей, товаров { ""@context"": ""https://schema.org"", ""@type"": ""Organization"", ""name"": ""MOWAY"", ""url"": ""https://rent.moway.ru/"", ""logo"": ""https://rent.moway.ru/assets/images/favicon/favicon.svg"", ""contactPoint"": { ""@type"": ""ContactPoint"", ""telephone"": ""+7-800-201-80-30"", ""contactType"": ""customer service"", ""email"": ""support@moway.ru"" }, ""sameAs"": [ ""https://v"
15756,www.milleniumbcp.info,millenniumbcp.pt,levenshtein,1784244010,200,Redirecting...,"Redirecting... (()=>{""use strict"";const t=""offset"",e=""client"",o=function(){};let n=!1,r=!1;const i={loopDelay:50,maxLoop:5,complete:o},l=[];let u=null;const s={cssClass:""ad-overlay google-ad-bottom-outer prebid-wrapper .dfp-ad-container""},a={nullProps:[t+""Parent""],zeroProps:[]};a.zeroProps=[t+""Height"",t+""Left"",t+""Top"",t+""Width"",t+""Height"",e+""Height"",e+""Width""];const c={quick:null,remote:null};let "
15887,www.myway.casa,mbway.pt,levenshtein,1784285955,200,,"(window.NREUM||(NREUM={})).init={privacy:{cookies_enabled:true},ajax:{deny_list:[""bam.nr-data.net""]},feature_flags:[""soft_nav""],distributed_tracing:{enabled:true}};(window.NREUM||(NREUM={})).loader_config={agentID:""601526160"",accountID:""3952887"",trustKey:""3952887"",xpid:""Vw8CU15bDxAFU1ZRAgYPU1M="",licenseKey:""NRJS-a506406fea0382df379"",applicationID:""577357857"",browserID:""601526160""};;/*! For license"
