id,candidate_domain,matched_seed,flag_reason,seen_at
15930,vondafone.co.uk,vodafone.pt,levenshtein,1784295345
15928,ifthenfi.com,ifthenpay.com,levenshtein,1784294826
15927,es.santandercasas.com,santander.pt,brand_contains,1784294709
15926,propostach.bancoctt.pt,bancobpi.pt,levenshtein,1784294082
15925,dev.autoconfig.santander-international.com,santander.pt,brand_contains,1784293400
15924,dev.autoconfig.santander-international.com,santander.pt,brand_contains,1784293398
15923,www.santanderinfo.info,santander.pt,brand_contains,1784293149
15922,stage.admin.jlr-sef.com,sef.pt,brand_contains,1784292967
15921,corridamontepio.pt,montepio.pt,brand_contains,1784292795
15920,laposadadelmarsantander.com,santander.pt,brand_contains,1784292204
15919,textilsantanderina.tel,santander.pt,brand_contains,1784291087
15918,satander.com.mx,santander.pt,levenshtein,1784290548
15917,superautosantander.com,santander.pt,brand_contains,1784290056
15915,santanderfinancing.com,santander.pt,brand_contains,1784290027
15916,santanderonline.no,santander.pt,brand_contains,1784290027
15914,santanderinsurance.com,santander.pt,brand_contains,1784290024
15891,santanderfinancing.com,santander.pt,brand_contains,1784290020
15890,santender.com.mx,santander.pt,levenshtein,1784289991
15913,golfsantander.com,santander.pt,brand_contains,1784289965
15912,santarder.com.mx,santander.pt,levenshtein,1784289933
15911,santande.com.mx,santander.pt,levenshtein,1784289820
15910,santamder.com.mx,santander.pt,levenshtein,1784289752
15909,santanderbahiatours.com,santander.pt,brand_contains,1784289751
15908,vodafonegenerationnext.gr,vodafone.pt,brand_contains,1784289725
15907,vodafonefantasticfreebies.com,vodafone.pt,brand_contains,1784289724
15906,vodafonegiftcard.com,vodafone.pt,brand_contains,1784289707
15905,vodafonerepair.ie,vodafone.pt,brand_contains,1784289704
15904,grupo-santander.com,santander.pt,brand_contains,1784289702
15889,laboratornadacevodafone.cz,vodafone.pt,brand_contains,1784289670
15902,www.vodafonefantasticfreebies.com,vodafone.pt,brand_contains,1784289670
15903,www.vodafonefantasticdays.com,vodafone.pt,brand_contains,1784289670
15899,www.vodafonefaf.ie,vodafone.pt,brand_contains,1784289669
15900,www.vodafonexoffers.com,vodafone.pt,brand_contains,1784289669
15901,www.vodafonefantasticfridays.com,vodafone.pt,brand_contains,1784289669
15898,www.vodafone-priebe.de,vodafone.pt,brand_contains,1784289381
15897,opac.bpe.bnportugal.gov.pt,eportugal.gov.pt,levenshtein,1784289323
15896,cpanel.bincoapp.pt,bancobpi.pt,levenshtein,1784289092
15888,remote.santandercostumerusa.com,santander.pt,brand_contains,1784288866
15895,staging-v3.dumbways.id,mbway.pt,brand_contains,1784288418
15894,deixaqueeupago.com.br,eupago.pt,brand_contains,1784287754
15893,myway-fc.org.ph,mbway.pt,levenshtein,1784287452
15880,pasaportes.santanderalextremo.com,santander.pt,brand_contains,1784287339
15892,colegiosanmartinsantander.com,santander.pt,brand_contains,1784287228
15887,www.myway.casa,mbway.pt,levenshtein,1784285955
15879,santanderprivatebanking.com,santander.pt,brand_contains,1784284789
15886,www.bpinet.bancobpi.pt.prismapetcolossopet.com.br,bancobpi.pt,subdomain,1784284575
15878,santanderassetmanagement.pt,santander.pt,brand_contains,1784284492
15885,vodafon.one,vodafone.pt,levenshtein,1784284461
15884,www.myway.academy,mbway.pt,levenshtein,1784284314
15883,www.cgd-pro.fr,cgd.pt,brand_contains,1784284097
15882,cgd-pro.fr,cgd.pt,brand_contains,1784284030
15881,abogadosensantander.com,santander.pt,brand_contains,1784283611
15877,www.monicasantander.com,santander.pt,brand_contains,1784283417
15868,d.wwbancosantander.es,santander.pt,brand_contains,1784283210
15876,d.wwbancosantander.es,santander.pt,brand_contains,1784283208
15875,sgd.pt,cgd.pt,levenshtein,1784282772
15874,santander-k.ph,santander.pt,levenshtein,1784282749
15867,equipoventas.juliosantander.online,santander.pt,brand_contains,1784282302
15866,montepio24.org,montepio.pt,brand_contains,1784282159
15873,www.vodafonehappydiscountedcinema.com,vodafone.pt,brand_contains,1784281776
15872,www.santander-conta.com,santander.pt,brand_contains,1784281058
15871,santanderblackmambas.com,santander.pt,brand_contains,1784280471
15870,bincoapp.pt,bancobpi.pt,levenshtein,1784280376
15869,bincoapp.pt,bancobpi.pt,levenshtein,1784280374
15865,sef-padel.de,sef.pt,brand_contains,1784279802
15864,santnder.de,santander.pt,levenshtein,1784278733
15863,santanderusedcars.net,santander.pt,brand_contains,1784278180
15862,thexpay.com,ifthenpay.com,levenshtein,1784277400
15854,mta-sts.santandercinsumerusa.com,santander.pt,brand_contains,1784276695
15853,home.santandercostumerusa.com,santander.pt,brand_contains,1784276524
15852,staging.autoconfig.santander-international.com,santander.pt,brand_contains,1784276448
15861,staging.autoconfig.santander-international.com,santander.pt,brand_contains,1784276448
15860,vodafcne.sbs,vodafone.pt,levenshtein,1784276441
15859,santanderauditdept.com,santander.pt,brand_contains,1784275829
15858,www.antander.pt,santander.pt,levenshtein,1784274555
15857,www.golf-santander.com,santander.pt,brand_contains,1784274026
15856,santnder.de,santander.pt,levenshtein,1784273564
15855,pay.wwbancosantander.es,santander.pt,brand_contains,1784273331
15851,ww9.segnalazionivodafone.it,vodafone.pt,brand_contains,1784272288
15850,wordpress.banco.pt,bancobpi.pt,levenshtein,1784272163
15849,ww25.wwbancosantander.es,santander.pt,brand_contains,1784271639
15848,mahmood.you-sef.dev,sef.pt,brand_contains,1784271227
15847,prontopizzasantander.com,santander.pt,brand_contains,1784270050
15846,eldigitaldesantander.com,santander.pt,brand_contains,1784270006
15845,whatsantander.com,santander.pt,brand_contains,1784269841
15844,whatsantander.com,santander.pt,brand_contains,1784269839
15843,bookstack.bsantander.es,santander.pt,levenshtein,1784269805
15842,mail.monteira.pt,montepio.pt,levenshtein,1784269704
15830,dashboard.santnder.com,santander.pt,levenshtein,1784269099
15841,santanderdigital24horas.com,santander.pt,brand_contains,1784268865
15840,cpanel.vodafonecoupons.al,vodafone.pt,brand_contains,1784267832
15839,api.ftp.santander-international.com,santander.pt,brand_contains,1784267218
15838,digicraft-api.fundacionvodafone.es,vodafone.pt,brand_contains,1784266786
15829,catalogo.comunicaciones-vodafone.es,vodafone.pt,brand_contains,1784266785
15836,digicraft-support.fundacionvodafone.es,vodafone.pt,brand_contains,1784266785
15837,digicraft-evaluacion.fundacionvodafone.es,vodafone.pt,brand_contains,1784266785
