id,candidate_domain,matched_seed,flag_reason,seen_at
15834,vodafone-gk4null.de,vodafone.pt,brand_contains,1784266088
15826,stage.qcheck-api.jlr-sef.com,sef.pt,brand_contains,1784263920
15823,www.meivodafone.de,vodafone.pt,brand_contains,1784262973
15822,myvodafoneportugal.site,vodafone.pt,brand_contains,1784262836
15821,myway.design,mbway.pt,levenshtein,1784261954
15820,casasantaeulalia.mem.pt,meo.pt,levenshtein,1784261257
15818,sst.myway.dk,mbway.pt,levenshtein,1784261009
15814,api.cp.gbway.uz,mbway.pt,levenshtein,1784258604
15810,game.vodafonecu.gr,vodafone.pt,brand_contains,1784256590
15808,vodafone-betting.com,vodafone.pt,brand_contains,1784255431
15788,www.sem.pt,sef.pt,levenshtein,1784255345
15807,test.conta-novobanco.com,novobanco.pt,brand_contains,1784255181
15787,alertnovobanco.com,novobanco.pt,brand_contains,1784254787
15806,portalsdasfinancas.com,portaldasfinancas.gov.pt,levenshtein,1784254153
15805,vodafonebusinessevents.es,vodafone.pt,brand_contains,1784254101
15804,the1pay.com,ifthenpay.com,levenshtein,1784254004
15802,edm.conta-novobanco.com,novobanco.pt,brand_contains,1784253385
15798,www.edupago.mx,eupago.pt,levenshtein,1784252855
15794,www.the7pay.com,ifthenpay.com,levenshtein,1784251510
15791,app.nowo.se,nowo.pt,brand_contains,1784251207
15766,montepiobanc.com,montepio.pt,brand_contains,1784250889
15785,instagram-login-verify-secured-info.com.ph,portaldasfinancas.gov.pt,keyword,1784250638
15784,www.terracalma.mem.pt,meo.pt,levenshtein,1784250547
15765,32.conta-novobanco.online,novobanco.pt,brand_contains,1784250491
15781,mgway.one,mbway.pt,levenshtein,1784250139
15778,francine-myway.com,mbway.pt,levenshtein,1784249243
15777,www.rent.moway.ru,mbway.pt,levenshtein,1784249232
15776,demo.conta-novobanco.com,novobanco.pt,brand_contains,1784249182
15772,webmail.vodafonebusinessmessaging.com,vodafone.pt,brand_contains,1784248642
15770,myway.sh,mbway.pt,levenshtein,1784248040
15764,www.wombways.com,mbway.pt,brand_contains,1784247265
15753,www.rittenpay.com,ifthenpay.com,levenshtein,1784247017
15763,5bway.fr,mbway.pt,levenshtein,1784246780
15760,sorteos.mivodafoneapp.es,vodafone.pt,brand_contains,1784245166
15757,cgd-bancopt.com,cgd.pt,brand_contains,1784244984
15756,www.milleniumbcp.info,millenniumbcp.pt,levenshtein,1784244010
15752,beta.conta-novobanco.online,novobanco.pt,brand_contains,1784243236
15749,diagnosis.hi-cgd.com,cgd.pt,brand_contains,1784242948
15746,gatherpay.com,ifthenpay.com,levenshtein,1784242727
15743,mlway.id,mbway.pt,levenshtein,1784241706
15742,tracking.conta-novobanco.com,novobanco.pt,brand_contains,1784241174
15741,www.vodafone-berater.com,vodafone.pt,brand_contains,1784240609
15740,myway.org.au,mbway.pt,levenshtein,1784240568
15736,ombwayomichael.com,mbway.pt,brand_contains,1784238903
15734,irkdonation.ombwayomichael.com,mbway.pt,brand_contains,1784238886
15732,www.monteyro.pt,montepio.pt,levenshtein,1784237654
15731,instagram-login-access-verify-safe-secure.com.ph,portaldasfinancas.gov.pt,keyword,1784235768
15730,instagram-login-access-safe-verify-secure.com.ph,portaldasfinancas.gov.pt,keyword,1784235758
15729,myway.training,mbway.pt,levenshtein,1784234182
15708,eftelpay.com,ifthenpay.com,levenshtein,1784233615
15726,montepiwo.com,montepio.pt,levenshtein,1784233183
15718,image.conta-novobanco.info,novobanco.pt,brand_contains,1784232747
15717,www.instagram-login-auth-secure-verify.com.ph,portaldasfinancas.gov.pt,keyword,1784232725
15716,pontopro.pt,montepio.pt,levenshtein,1784232497
15714,mappzbeta.conta-novobanco.com,novobanco.pt,brand_contains,1784230953
15711,ww38.centervodafone.de,vodafone.pt,brand_contains,1784230515
15710,conta-novobanco.info,novobanco.pt,brand_contains,1784230496
15705,www.vodafonetopup.shop,vodafone.pt,brand_contains,1784228019
15689,abway.org,mbway.pt,levenshtein,1784227842
15702,uploader.cybertages.mway.club,mbway.pt,levenshtein,1784227785
15701,novobarnco-pt.cc,novobanco.pt,levenshtein,1784227690
15698,t.vodafonebusinessmessaging.com,vodafone.pt,brand_contains,1784226758
15699,cdn.vodafonebusinessmessaging.com,vodafone.pt,brand_contains,1784226758
15700,www.vodafonebusinessmessaging.com,vodafone.pt,brand_contains,1784226758
15696,assets.login.notexistssecureportal.usaaxa.com,sef.pt,keyword,1784226752
15695,www.vodafonenz.ph,vodafone.pt,levenshtein,1784226323
15690,alertme.nowo.se,nowo.pt,brand_contains,1784225893
15688,www.motepio-pt.online,montepio.pt,levenshtein,1784225459
15687,mail.mbay.net,mbway.pt,levenshtein,1784225138
15686,mail.osrodek-myway.pl,mbway.pt,levenshtein,1784225001
15684,www.monteil.lt,montepio.pt,levenshtein,1784224998
15670,dashboard.vodafone-topangebote.de,vodafone.pt,brand_contains,1784224358
15683,mway.com,mbway.pt,levenshtein,1784224284
15681,multibase.pt,multibanco.pt,levenshtein,1784223768
15675,vodaf9ne.de,vodafone.pt,levenshtein,1784222527
15674,www.vodafonespain.com.ph,vodafone.pt,brand_contains,1784222517
15673,www.vodafonesale.com.ph,vodafone.pt,brand_contains,1784222495
15672,vodafone-business.com,vodafone.pt,brand_contains,1784222389
15668,digicraft-api-support.fundacionvodafone.es,vodafone.pt,brand_contains,1784222244
15664,matrix.m-way.net,mbway.pt,levenshtein,1784220752
15661,www.noreplyvodafoneinfo.com,vodafone.pt,brand_contains,1784219957
15655,cgd-bonnus.cfd,cgd.pt,brand_contains,1784219322
15652,sef.academy,sef.pt,brand_contains,1784218689
15648,mebway.pl,mbway.pt,levenshtein,1784217649
15646,arearesellersvodafone.com,vodafone.pt,brand_contains,1784216589
15642,mway.org,mbway.pt,levenshtein,1784215277
15641,myway.ltd,mbway.pt,levenshtein,1784215172
15638,obway.net,mbway.pt,levenshtein,1784214696
15637,instagram-login-verify-secure-access.com.ph,portaldasfinancas.gov.pt,keyword,1784214568
15636,www.vodafonehappy.ie,vodafone.pt,brand_contains,1784213975
15634,precatalogo.comunicaciones-vodafone.es,vodafone.pt,brand_contains,1784213479
15633,digicraft-cms.fundacionvodafone.es,vodafone.pt,brand_contains,1784213470
15630,digicraft-ia.fundacionvodafone.es,vodafone.pt,brand_contains,1784213467
15627,backend.vodafonecoupons.al,vodafone.pt,brand_contains,1784213280
15626,mail.miway.se,mbway.pt,levenshtein,1784213083
15623,www.meupagodemassa.net,eupago.pt,brand_contains,1784211771
15620,mondejo.pt,montepio.pt,levenshtein,1784211387
15619,gd.myway.science,mbway.pt,levenshtein,1784211187
15618,vodafone-event.com,vodafone.pt,brand_contains,1784210945
15616,montesino.at,montepio.pt,levenshtein,1784209398
15615,preprod.abarnou.5bway.fr,mbway.pt,levenshtein,1784209032
15608,vault.sef.wtf,sef.pt,brand_contains,1784207848
15582,www.sex.pt,sef.pt,levenshtein,1784206662
15604,www.instagram-login-verify-secured-locks.com.ph,portaldasfinancas.gov.pt,keyword,1784206109
15602,fundacionvodafone.es,vodafone.pt,brand_contains,1784205882
15601,melbet-sef.top,sef.pt,brand_contains,1784205827
15598,facebook-es-la-login-check-verify-secure.ph,portaldasfinancas.gov.pt,keyword,1784205658
15593,facebook-es-la-secure-login-check-verify.ph,portaldasfinancas.gov.pt,keyword,1784205436
15592,facebook-es-la-check-verify-login-secure.ph,vodafone.pt,keyword,1784205430
15590,www.vodafonehappycinema.com,vodafone.pt,brand_contains,1784205097
15589,iot.vodafoneinnovus.com,vodafone.pt,brand_contains,1784204996
15586,voafone.es,vodafone.pt,levenshtein,1784204777
15581,www.instagram-login-verify-secured-lock.com.ph,portaldasfinancas.gov.pt,keyword,1784204196
15580,www.instagram-login-verify-secured-auth.com.ph,portaldasfinancas.gov.pt,keyword,1784204189
15578,www.instagram-login-verify-secured-code.com.ph,portaldasfinancas.gov.pt,keyword,1784204141
15577,ifthenwin.com,ifthenpay.com,levenshtein,1784203916
15564,instagram-login-verify-secured-check.com.ph,portaldasfinancas.gov.pt,keyword,1784202848
15574,memorial.mway.us,mbway.pt,levenshtein,1784202823
15568,cgd.icu,cgd.pt,brand_contains,1784202363
15567,api.wathanpay.com,ifthenpay.com,levenshtein,1784202032
15566,chat.monteiros.pt,montepio.pt,levenshtein,1784200755
15559,recebeupagou.shop,eupago.pt,brand_contains,1784199839
15558,active-bank.ph,activobank.pt,levenshtein,1784199651
15556,activebank.com.ph,activobank.pt,levenshtein,1784199360
15554,millenniurnbcp.pt,millenniumbcp.pt,levenshtein,1784199162
15549,mbpay.com.ph,mbway.pt,levenshtein,1784197495
15547,www.vodafone-online.store,vodafone.pt,brand_contains,1784197262
15543,abarnou.5bway.fr,mbway.pt,levenshtein,1784196023
15542,myway.nu,mbway.pt,levenshtein,1784195797
15541,kolyan.mway.club,mbway.pt,levenshtein,1784194872
15539,montepiogrupo.com,montepio.pt,brand_contains,1784194097
15538,mbwaygames.icu,mbway.pt,brand_contains,1784193917
15535,api.mesmontepio.cat,montepio.pt,brand_contains,1784192791
15534,contracta.mesmontepio.cat,montepio.pt,brand_contains,1784192790
15533,propostavodafone.com,vodafone.pt,brand_contains,1784191933
15520,www.contratarofertavodafone.es,vodafone.pt,brand_contains,1784191287
15528,myway-hamburg.com,mbway.pt,levenshtein,1784190689
15525,empresas-bancobpi.cc,bancobpi.pt,brand_contains,1784190629
15524,gamecms.vodafonecu.gr,vodafone.pt,brand_contains,1784190566
15521,api.team1.stagingops27.studentdumbways.my.id,mbway.pt,brand_contains,1784190090
15519,ncaportugal.pt,abancaportugal.pt,levenshtein,1784189623
15512,trapp.cgd-platform.fr,cgd.pt,brand_contains,1784187313
15511,mfo.pt,meo.pt,levenshtein,1784186681
15510,myway-jyuku.com,mbway.pt,levenshtein,1784186633
15509,itecpay.com,ifthenpay.com,levenshtein,1784186291
15507,www.pmwines.mem.pt,meo.pt,levenshtein,1784185643
15504,mail.climbway.com,mbway.pt,brand_contains,1784184245
15503,pef.pt,sef.pt,levenshtein,1784184078
15502,mycam-myway.com,mbway.pt,levenshtein,1784184029
15501,vodafone-stiftung-fuer-forschung.de,vodafone.pt,brand_contains,1784183989
15500,www.conta-novobanco.online,novobanco.pt,brand_contains,1784183376
15498,maway.com,mbway.pt,levenshtein,1784183044
15497,sef.com.gr,sef.pt,brand_contains,1784182630
15496,mtway.com,mbway.pt,levenshtein,1784182585
15493,www.nowo-verwaltung.de,nowo.pt,brand_contains,1784181236
15484,www.dev.eau-sef.ch,sef.pt,brand_contains,1784180892
15482,qifeicgd.cgd-v-less.top,cgd.pt,brand_contains,1784180167
15477,www.millenniumbcphl.org,millenniumbcp.pt,brand_contains,1784180141
15479,myway.md,mbway.pt,levenshtein,1784179205
15475,dgrsp.oj.pt,mj.pt,levenshtein,1784178464
15471,analisedespesasizzo.mbwaybusiness.com,mbway.pt,brand_contains,1784176796
15470,tupago.com.ve,eupago.pt,levenshtein,1784176742
15467,cgd-shop.com,cgd.pt,brand_contains,1784176207
15466,www.myway.today,mbway.pt,levenshtein,1784176079
15464,beta.conta-novobanco.com,novobanco.pt,brand_contains,1784175631
15462,monterio.net,montepio.pt,levenshtein,1784175088
15460,www.vodafoneappcard.org.ph,vodafone.pt,brand_contains,1784174944
15455,link.nowo.se,nowo.pt,brand_contains,1784173658
15449,www.modafone.es,vodafone.pt,levenshtein,1784172313
15445,thecpay.com,ifthenpay.com,levenshtein,1784169875
15444,www.sef.or.ke,sef.pt,brand_contains,1784169799
15442,perfil.eupagobem.com.br,eupago.pt,brand_contains,1784168932
15439,espago.com,eupago.pt,levenshtein,1784168607
15435,www.clean-myway.ru,mbway.pt,levenshtein,1784167649
15434,dev.myway.tax,mbway.pt,levenshtein,1784167598
15433,chat.myway.training,mbway.pt,levenshtein,1784167054
15414,uat.vodafone-topangebote.de,vodafone.pt,brand_contains,1784163274
15420,www.gazai.5ing-myway.com,mbway.pt,levenshtein,1784162505
15413,staging.myway.tax,mbway.pt,levenshtein,1784161900
15408,verify-login-portals.com,ifthenpay.com,keyword,1784157718
15398,vodafone-ricaricare.cyou,vodafone.pt,brand_contains,1784154957
15397,vodafoneideasagriculture.com,vodafone.pt,brand_contains,1784154863
15395,vodafoneaccounting.com,vodafone.pt,brand_contains,1784154391
15392,dominiodoacor.mem.pt,meo.pt,levenshtein,1784153243
15391,vodafonehosting.gr,vodafone.pt,brand_contains,1784152218
15390,vodafoneyu.es,vodafone.pt,brand_contains,1784152192
15388,admin.vodafonehosting.gr,vodafone.pt,brand_contains,1784152191
15386,www.vodafone-us.com,vodafone.pt,brand_contains,1784151320
15384,mobivodafone.com.ph,vodafone.pt,brand_contains,1784150638
15382,vodafonemymusic.net.ph,vodafone.pt,brand_contains,1784150360
15379,sitemaps.conta-novobanco.com,novobanco.pt,brand_contains,1784149884
15378,vodafone500.ngo.ph,vodafone.pt,brand_contains,1784149753
15377,vodsfone.it,vodafone.pt,levenshtein,1784149107
15376,bancomontepio24.net.ph,montepio.pt,brand_contains,1784148203
15375,pt-montepio.cc,montepio.pt,brand_contains,1784146831
15370,www.www.www.www.www.www.www.secureportal.slclogin.com,ifthenpay.com,keyword,1784143871
15369,pecvodafoneautomotive.com.ph,vodafone.pt,brand_contains,1784143818
15353,athenday.com,ifthenpay.com,levenshtein,1784142809
15352,sef-stl.org,sef.pt,brand_contains,1784142063
15355,ricaricare-vodafone.pro,vodafone.pt,brand_contains,1784140820
15351,conta-novobanco.com,novobanco.pt,brand_contains,1784140408
15349,www.vodafoneqa.online,vodafone.pt,brand_contains,1784138901
15348,ifthenbut.com,ifthenpay.com,levenshtein,1784138287
15347,www.millennium-cup.ph,millenniumbcp.pt,levenshtein,1784138171
15345,cpcontacts.login-microsoftonline-verifyupdate.20-169-82-185.cpanel.site,meo.pt,keyword,1784137991
15340,dmz.ef.pt,sef.pt,levenshtein,1784137380
15338,www.aricaportugal.pt,abancaportugal.pt,levenshtein,1784137236
15337,www.montepioportugal.cc,montepio.pt,brand_contains,1784137110
15335,ef.pt,sef.pt,levenshtein,1784137002
15331,nourbano.pt,novobanco.pt,levenshtein,1784135631
15326,vodafone-al.top,vodafone.pt,brand_contains,1784133397
15323,monterio.pl,montepio.pt,levenshtein,1784133178
15319,www.myway.company,mbway.pt,levenshtein,1784131091
15315,mail.myway-eg.com,mbway.pt,levenshtein,1784129940
15314,stage.vodafonecu.gr,vodafone.pt,brand_contains,1784129579
15310,telemiran.mem.pt,meo.pt,levenshtein,1784129480
15308,drd.pt,dre.pt,levenshtein,1784126970
15306,myway-tours.com,mbway.pt,levenshtein,1784126264
15304,cgd.vic.gov.au,cgd.pt,brand_contains,1784126006
15301,agemapp.mbwaybusiness.com,mbway.pt,brand_contains,1784124202
15291,ww25.mdm.vodsfone.it,vodafone.pt,levenshtein,1784122627
15290,www.epago.hk,eupago.pt,levenshtein,1784122118
15288,test.payment.cp.gbway.uz,mbway.pt,levenshtein,1784121805
15285,back.mivodafoneapp.es,vodafone.pt,brand_contains,1784121165
15284,agemcontrole.mbwaybusiness.com,mbway.pt,brand_contains,1784120405
15277,montepioempresas.net,montepio.pt,brand_contains,1784118856
15276,npm.server.gbway.uz,mbway.pt,levenshtein,1784118338
15275,gbway.uz,mbway.pt,levenshtein,1784118262
15271,api.gbway.uz,mbway.pt,levenshtein,1784118245
15270,portainer.server.gbway.uz,mbway.pt,levenshtein,1784118235
15269,admin.gbway.uz,mbway.pt,levenshtein,1784118221
15264,tv-myway.com,mbway.pt,levenshtein,1784117605
15263,bancabpm.it,bancobpi.pt,levenshtein,1784117201
15261,cvp-tfc.sef.org.pk,sef.pt,brand_contains,1784116025
15260,smarthome.sef.dk,sef.pt,brand_contains,1784115184
15257,mivodafoneapp.es,vodafone.pt,brand_contains,1784115033
15251,dra.pt,dre.pt,levenshtein,1784112204
15250,ww9.mvodafone.es,vodafone.pt,levenshtein,1784112073
15245,login.vodafoneiot.com.au,vodafone.pt,brand_contains,1784111380
15244,alexandreabreu.codezone.pt,vodafone.pt,levenshtein,1784111366
15243,cgd.jp,cgd.pt,brand_contains,1784110964
15241,montepioempresas-cloud.com,montepio.pt,brand_contains,1784110869
15240,iheypay.com,ifthenpay.com,levenshtein,1784110805
15239,ww38.myway.ac,mbway.pt,levenshtein,1784110590
15235,app.conta-novobanco.info,novobanco.pt,brand_contains,1784106732
15231,staging.login.notexistssecureportal.usaaxa.com,ifthenpay.com,keyword,1784105428
15225,mway.bike,mbway.pt,levenshtein,1784104940
15223,meway.app,mbway.pt,levenshtein,1784104421
15221,www.vodafonecu.gr,vodafone.pt,brand_contains,1784103647
15220,staging.meway.app,mbway.pt,levenshtein,1784103599
15219,www.vodafonexflightoffer.com,vodafone.pt,brand_contains,1784103559
15213,www.cgd.org.ph,cgd.pt,brand_contains,1784102839
15208,www.vandanima.smf.pt,sef.pt,levenshtein,1784101259
15207,paperless.melchior-sef.de,sef.pt,brand_contains,1784100415
15206,grocy.melchior-sef.de,sef.pt,brand_contains,1784100409
15205,pihole.melchior-sef.de,sef.pt,brand_contains,1784100403
15195,nc.melchior-sef.de,sef.pt,brand_contains,1784100390
15203,sef-ravalementdefacades.fr,sef.pt,brand_contains,1784099456
15201,vodafonecasa.com,vodafone.pt,brand_contains,1784099012
15200,vodafone-vois-uk.com,vodafone.pt,brand_contains,1784098582
15194,32whm.backend.login.notexistssecureportal.usaaxa.com,ifthenpay.com,keyword,1784097583
15197,montepioartisticotavirense.pt,montepio.pt,brand_contains,1784096889
15193,www.aureambway.com,mbway.pt,brand_contains,1784095637
15191,www.login.vodafone-assistenza-ygn.cyou,vodafone.pt,brand_contains,1784094576
15190,cpcalendars.sef.me,sef.pt,brand_contains,1784093980
15189,ifthenpaycrm.pt,ifthenpay.com,brand_contains,1784093451
15185,montepiogirlshome.com,montepio.pt,brand_contains,1784092079
15184,www.sef-ag.ch,sef.pt,brand_contains,1784090818
15181,download-millenniumbcp.net.ph,millenniumbcp.pt,brand_contains,1784090284
15180,vodafoneeg.top,vodafone.pt,brand_contains,1784090136
15179,pt-montepioempresas.cc,montepio.pt,brand_contains,1784089570
15178,ww80.vodafonemobile.com,vodafone.pt,brand_contains,1784088876
15177,phvodafoneuk.ngo.ph,vodafone.pt,brand_contains,1784088814
15175,sea.pt,sef.pt,levenshtein,1784088227
15167,mnway.com,mbway.pt,levenshtein,1784086447
15164,mobivodafone.com,vodafone.pt,brand_contains,1784084535
15155,www.assistencia.mso.pt,meo.pt,levenshtein,1784083832
15161,www.nlsgroup2.dev.nls.pt,nos.pt,levenshtein,1784082990
15160,www.jsem-dobry-sef.cz,sef.pt,brand_contains,1784082937
15158,www.authenpay.com,ifthenpay.com,levenshtein,1784082064
15156,vodafonepromotions.studio,vodafone.pt,brand_contains,1784081956
15153,www.vodafonepromotions.live,vodafone.pt,brand_contains,1784081826
15148,www.nowo-technik.com,nowo.pt,brand_contains,1784081434
15147,sethenway.com,ifthenpay.com,levenshtein,1784081194
15144,dvixqgak.conta-novobanco.online,novobanco.pt,brand_contains,1784079427
15143,www.phvodafoneuk.ph,vodafone.pt,brand_contains,1784079036
15139,ftp.modafon.pl,vodafone.pt,levenshtein,1784077699
15138,ebmail.vadofone.it,vodafone.pt,levenshtein,1784075961
15136,cmgd.pt,cgd.pt,levenshtein,1784074182
15134,montebio.it,montepio.pt,levenshtein,1784073636
15132,vodafonemi.org,vodafone.pt,brand_contains,1784071529
15127,ifthenco.com,ifthenpay.com,levenshtein,1784068373
15126,vodafine.co,vodafone.pt,levenshtein,1784067644
15123,www.cral-bancobpm.it,bancobpi.pt,levenshtein,1784067406
15119,www.oferrador.mem.pt,meo.pt,levenshtein,1784066841
15121,www.apps.vodafone-assistenza-ygn.cyou,vodafone.pt,brand_contains,1784064613
15120,myway-solar.de,mbway.pt,levenshtein,1784064413
15117,project.myway-consulting.com,mbway.pt,levenshtein,1784063545
15116,myway-van.pl,mbway.pt,levenshtein,1784063067
15111,faq.myway.app,mbway.pt,levenshtein,1784062411
15110,www.facebook-pass-approve-secure-login-verify.ph,abancaportugal.pt,keyword,1784061963
15109,app.elastomeric-roof-coating-solutions-cgd.cyou,cgd.pt,brand_contains,1784061580
15107,miway.insurance,mbway.pt,levenshtein,1784060594
15106,vodafonehappycinema.de,vodafone.pt,brand_contains,1784060510
15102,vodafonetv.net.ph,vodafone.pt,brand_contains,1784060300
15100,vodafoneusa.net.ph,vodafone.pt,brand_contains,1784060116
15099,vodafonetv.org.ph,vodafone.pt,brand_contains,1784059961
15091,task-mvp.hi-cgd.com,cgd.pt,brand_contains,1784058254
15089,app.vacation-deals-cgd.cyou,cgd.pt,brand_contains,1784057685
15093,staging.ams.sef.edu.pk,sef.pt,brand_contains,1784057648
15084,cpcontacts.signin-amazon.secureverify.20-169-82-185.cpanel.site,nos.pt,keyword,1784055101
15082,r.emails.myway.ma,mbway.pt,levenshtein,1784054121
15069,vodafone-watch.com,vodafone.pt,brand_contains,1784053849
15079,mbwbay.com,mbway.pt,levenshtein,1784053612
15076,10instagram-login-access-verify-secure-lock.com.ph,portaldasfinancas.gov.pt,keyword,1784052775
15075,sef-ai.com,sef.pt,brand_contains,1784052457
15074,moway.eu,mbway.pt,levenshtein,1784052245
15072,speedtest.har.vodafoneidea.com,vodafone.pt,brand_contains,1784051121
15071,vodafone-promo.it,vodafone.pt,brand_contains,1784050526
15066,sef.com.ar,sef.pt,brand_contains,1784049141
15065,bancomontepio-pt.net,montepio.pt,brand_contains,1784047509
15059,www.monero.pt,montepio.pt,levenshtein,1784047298
15064,vodafonex.ie,vodafone.pt,levenshtein,1784047193
15048,supporto.montedit.it,montepio.pt,levenshtein,1784046558
15063,veo.pt,meo.pt,levenshtein,1784046392
15056,www.0instagram-login-access-verify-secure-lock.com.ph,portaldasfinancas.gov.pt,keyword,1784044667
15050,www.muway.com.tw,mbway.pt,levenshtein,1784043207
15047,www.mywaycom.myway.ltd,mbway.pt,levenshtein,1784042258
15024,concepto.pt,montepio.pt,levenshtein,1784042139
15039,www.novolac.pt,novobanco.pt,levenshtein,1784041501
15038,www.panel.vodafone-assistenza-ygn.cyou,vodafone.pt,brand_contains,1784041455
15037,app.file-sync-and-share-tools-cgd.bar,cgd.pt,brand_contains,1784041439
15033,startup.novolac.pt,novobanco.pt,levenshtein,1784040887
15029,vodafoneukhub.shop,vodafone.pt,brand_contains,1784040258
15027,myway-fahrschule.de,mbway.pt,levenshtein,1784039575
15026,www.c-sef.com,sef.pt,brand_contains,1784039557
15025,chat.conta-novobanco.online,novobanco.pt,brand_contains,1784038792
15021,vodafoneshopaalen.de,vodafone.pt,brand_contains,1784037640
15019,login.vacation-deals-cgd.cyou,cgd.pt,brand_contains,1784036738
15017,vodafonewatch.com,vodafone.pt,brand_contains,1784036420
15016,www.instagram-login-access-verify-lock-secure.com.ph,portaldasfinancas.gov.pt,keyword,1784035954
15015,www.instagram-login-access-verify-secure-lock.com.ph,portaldasfinancas.gov.pt,keyword,1784035941
15008,instagram-login-access-secure-verify-lock.com.ph,portaldasfinancas.gov.pt,keyword,1784034456
14998,instagram-login-access-confirm-verify-secure.com.ph,portaldasfinancas.gov.pt,keyword,1784034220
15003,dev.vacation-deals-cgd.cyou,cgd.pt,brand_contains,1784033345
15000,bamp.cgd-platform.fr,cgd.pt,brand_contains,1784032593
14995,test.mpway.ru,mbway.pt,levenshtein,1784030717
14994,instagram-login-verify-secured-access-session.com.ph,portaldasfinancas.gov.pt,keyword,1784029616
14989,instagram-login-verify-secured-access.com.ph,portaldasfinancas.gov.pt,keyword,1784029475
14978,static.monteiros.pt,montepio.pt,levenshtein,1784024306
14977,promo.vodafone-partitaiva.it,vodafone.pt,brand_contains,1784023756
14976,nxs.pt,nos.pt,levenshtein,1784023687
14975,motepro.at,montepio.pt,levenshtein,1784023677
14974,miway.nz,mbway.pt,levenshtein,1784022190
